"","V1","V2","blastp"
"25876","Aech_RNA7764_R0","gene_198","PREDICTED: inosine-uridine preferring nucleoside hydrolase-like isoform X2 [Acromyrmex echinatior]"
"25877","Aech_RNA7763_R0","gene_198","PREDICTED: inosine-uridine preferring nucleoside hydrolase-like isoform X1 [Acromyrmex echinatior]"
"25878","Mpha_ver3_rna-XM_028193366.2_R0","gene_198","PREDICTED: inosine-uridine preferring nucleoside hydrolase-like isoform X1 [Acromyrmex echinatior]"
"25879","Sinv_RNA-XM_011158921.2_R0","gene_198","PREDICTED: inosine-uridine preferring nucleoside hydrolase-like isoform X1 [Acromyrmex echinatior]"
"25880","Mpha_ver3_rna-XM_036287536.1_R0","gene_198","Inosine-uridine preferring nucleoside hydrolase [Acromyrmex echinatior]"
"25881","Aech_RNA7760_R0","gene_371","PREDICTED: peptidyl-prolyl cis-trans isomerase-like 4 [Acromyrmex echinatior]"
"25884","Aech_RNA7759_R0","gene_199","PREDICTED: uncharacterized protein LOC105145308 isoform X2 [Acromyrmex echinatior]"
"25887","Aech_RNA7758_R0","gene_199","PREDICTED: uncharacterized protein LOC105145308 isoform X1 [Acromyrmex echinatior]"
"25888","Aech_RNA7757_R0","gene_200","PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior]"
"25889","Mpha_ver3_rna-XM_036292877.1_R0","gene_202","uncharacterized protein LOC112590402 isoform X1 [Harpegnathos saltator]"
"25890","Aech_RNA7755_R0","gene_372","PREDICTED: uncharacterized protein LOC105145307 [Acromyrmex echinatior]"
"25891","Aech_RNA7754_R0","gene_201","PREDICTED: uncharacterized protein LOC105145359 [Acromyrmex echinatior]"
"25892","Sinv_RNA-XM_011158934.2_R0","gene_373","PREDICTED: uncharacterized protein LOC105145304 isoform X1 [Acromyrmex echinatior]"
"25894","Aech_RNA7747_R0","gene_373","PREDICTED: uncharacterized protein LOC105145304 isoform X1 [Acromyrmex echinatior]"
"25895","Aech_RNA7748_R0","gene_373","PREDICTED: uncharacterized protein LOC105145304 isoform X2 [Acromyrmex echinatior]"
"25896","Aech_RNA7746_R0","gene_203","PREDICTED: UPF0396 protein CG6066 [Acromyrmex echinatior]"
"25899","Sinv_RNA-XM_011158939.2_R0","gene_204","PREDICTED: uncharacterized protein LOC108749226 isoform X2 [Trachymyrmex septentrionalis]"
"25901","Aech_RNA7745_R0","gene_204","PREDICTED: uncharacterized protein LOC105145301 [Acromyrmex echinatior]"
"25902","Aech_RNA7744_R0","gene_205","PREDICTED: splicing factor 3B subunit 3 [Acromyrmex echinatior]"
"25905","Aech_RNA7743_R0","gene_206","PREDICTED: nucleoside diphosphate-linked moiety X motif 8, mitochondrial [Acromyrmex echinatior]"
"25908","Sinv_RNA-XM_026139277.1_R0","gene_206","PREDICTED: nucleoside diphosphate-linked moiety X motif 8, mitochondrial [Acromyrmex echinatior]"
"25909","Aech_RNA7740_R0","gene_207","PREDICTED: uncharacterized protein LOC105145297 isoform X1 [Acromyrmex echinatior]"
"25912","Aech_RNA7741_R0","gene_207","PREDICTED: uncharacterized protein LOC105145297 isoform X2 [Acromyrmex echinatior]"
"25914","Aech_RNA7742_R0","gene_207","PREDICTED: uncharacterized protein LOC105145297 isoform X3 [Acromyrmex echinatior]"
"25915","Aech_RNA315_R1","gene_207","PREDICTED: uncharacterized protein LOC105145297 isoform X2 [Acromyrmex echinatior]"
"25916","Sinv_RNA-XM_026141549.1_R8","gene_374","Copia protein, partial [Acromyrmex echinatior]"
"25917","Mpha_ver3_rna-XM_036290237.1_R1","gene_375","PREDICTED: uncharacterized protein LOC105152390 [Acromyrmex echinatior]"
"25918","Aech_RNA3257_R3","gene_376","PREDICTED: cytochrome P450 4C1-like [Acromyrmex echinatior]"
"25919","Sinv_RNA-XM_011170845.2_R2","gene_208","PREDICTED: RCC1 and BTB domain-containing protein 1-like [Atta cephalotes]"
"25921","Aech_RNA15081_R1","gene_208","PREDICTED: RCC1 and BTB domain-containing protein 1-like [Atta cephalotes]"
"25922","Aech_RNA7844_R2","gene_208","PREDICTED: RCC1 and BTB domain-containing protein 1-like [Atta cephalotes]"
"25923","Aech_RNA15086_R1","gene_208","PREDICTED: RCC1 and BTB domain-containing protein 1-like isoform X2 [Acromyrmex echinatior]"
"25924","Aech_RNA13246_R9","gene_208","PREDICTED: RCC1 and BTB domain-containing protein 1-like [Atta cephalotes]"
"25925","Aech_RNA15087_R1","gene_209","PREDICTED: uncharacterized protein LOC105149720 [Acromyrmex echinatior]"
"25926","Aech_RNA15087_R2","gene_210","PREDICTED: uncharacterized protein LOC105149720 [Acromyrmex echinatior]"
"25927","Aech_RNA1836_R2","gene_211","PREDICTED: RCC1 and BTB domain-containing protein 1 [Acromyrmex echinatior]"
"25928","Aech_RNA17829_R0","gene_377","PREDICTED: sterol O-acyltransferase 1-like [Acromyrmex echinatior]"
"25931","Mpha_ver3_rna-XM_012671173.2_R2","gene_377","PREDICTED: sterol O-acyltransferase 1-like [Acromyrmex echinatior]"
"25932","Mpha_ver3_rna-XM_012680813.3_R1","gene_377","PREDICTED: sterol O-acyltransferase 1-like [Acromyrmex echinatior]"
"25933","Sinv_RNA-XM_011173971.2_R1","gene_377","PREDICTED: sterol O-acyltransferase 1-like [Acromyrmex echinatior]"
"25934","Sinv_RNA-XM_026141190.1_R2","gene_377","PREDICTED: sterol O-acyltransferase 1-like [Acromyrmex echinatior]"
"25935","Sinv_RNA-XM_026141189.1_R3","gene_378","Sterol O-acyltransferase 1, partial [Trachymyrmex septentrionalis]"
"25937","Sinv_RNA-XM_011163822.2_R3","gene_378","Sterol O-acyltransferase 1, partial [Trachymyrmex septentrionalis]"
"25938","Sinv_RNA-XM_026141190.1_R1","gene_378","PREDICTED: sterol O-acyltransferase 2-like, partial [Acromyrmex echinatior]"
"25939","Sinv_RNA-XM_026141189.1_R4","gene_379","Sterol O-acyltransferase 1, partial [Trachymyrmex septentrionalis]"
"25940","Sinv_RNA-XM_011173971.2_R4","gene_379","Sterol O-acyltransferase 1, partial [Trachymyrmex septentrionalis]"
"25941","Sinv_RNA-XM_011163804.2_R4","gene_379","PREDICTED: LOW QUALITY PROTEIN: sterol O-acyltransferase 1-like [Trachymyrmex septentrionalis]"
"25942","Sinv_RNA-XM_026141190.1_R3","gene_379","PREDICTED: sterol O-acyltransferase 2-like, partial [Acromyrmex echinatior]"
"25943","Aech_RNA16700_R0","gene_380","PREDICTED: sterol O-acyltransferase 1-like isoform X1 [Acromyrmex echinatior]"
"25944","Aech_RNA16701_R0","gene_380","PREDICTED: sterol O-acyltransferase 1-like isoform X1 [Acromyrmex echinatior]"
"25945","Mpha_ver3_rna-XM_012675569.3_R0","gene_381","PREDICTED: sterol O-acyltransferase 1-like isoform X1 [Acromyrmex echinatior]"
"25948","Aech_RNA16703_R0","gene_381","PREDICTED: sterol O-acyltransferase 1-like isoform X1 [Acromyrmex echinatior]"
"25949","Aech_RNA16704_R0","gene_381","PREDICTED: sterol O-acyltransferase 1-like isoform X2 [Acromyrmex echinatior]"
"25950","Aech_RNA16705_R0","gene_381","PREDICTED: sterol O-acyltransferase 1-like isoform X3 [Acromyrmex echinatior]"
"25951","Mpha_ver3_rna-XM_012671173.2_R0","gene_381","PREDICTED: sterol O-acyltransferase 1-like isoform X3 [Acromyrmex echinatior]"
"25952","Sinv_RNA-XM_026141190.1_R0","gene_381","PREDICTED: sterol O-acyltransferase 1-like isoform X1 [Acromyrmex echinatior]"
"25953","Mpha_ver3_rna-XM_012675569.3_R1","gene_382","Sterol O-acyltransferase 1 [Acromyrmex echinatior]"
"25956","Aech_RNA16707_R0","gene_382","Sterol O-acyltransferase 1 [Acromyrmex echinatior]"
"25957","Mpha_ver3_rna-XM_012680813.3_R2","gene_382","Sterol O-acyltransferase 1 [Acromyrmex echinatior]"
"25958","Aech_RNA16708_R0","gene_212","PREDICTED: mediator of RNA polymerase II transcription subunit 1 [Acromyrmex echinatior]"
"25961","Sinv_RNA-XM_026137598.1_R0","gene_212","PREDICTED: mediator of RNA polymerase II transcription subunit 1 [Acromyrmex echinatior]"
"25962","Aech_RNA16712_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X1 [Acromyrmex echinatior]"
"25965","Aech_RNA16710_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X3 [Acromyrmex echinatior]"
"25967","Sinv_RNA-XM_011170694.2_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X1 [Acromyrmex echinatior]"
"25969","Aech_RNA16711_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X2 [Acromyrmex echinatior]"
"25970","Aech_RNA16709_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X4 [Acromyrmex echinatior]"
"25971","Sinv_RNA-XM_011170691.2_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X2 [Acromyrmex echinatior]"
"25972","Sinv_RNA-XM_011170692.2_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X3 [Acromyrmex echinatior]"
"25973","Mpha_ver3_rna-XM_036286837.1_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X1 [Acromyrmex echinatior]"
"25974","Mpha_ver3_rna-XM_036286838.1_R0","gene_213","PREDICTED: uncharacterized protein LOC105150721 isoform X1 [Acromyrmex echinatior]"
"25975","Sinv_RNA-XM_011170689.2_R0","gene_383","PREDICTED: LOW QUALITY PROTEIN: carbohydrate sulfotransferase 11-like [Acromyrmex echinatior]"
"25977","Mpha_ver3_rna-XM_012675572.3_R0","gene_383","PREDICTED: LOW QUALITY PROTEIN: carbohydrate sulfotransferase 11-like [Acromyrmex echinatior]"
"25978","Aech_RNA16714_R0","gene_384","PREDICTED: uncharacterized protein LOC105150736 [Acromyrmex echinatior]"
"25979","Sinv_RNA-XM_011176060.2_R1","gene_385","piggyBac transposable element-derived protein 4-like [Odontomachus brunneus]"
"25980","Aech_RNA16715_R0","gene_386","PREDICTED: ubiquitin-protein ligase E3C [Acromyrmex echinatior]"
"25983","Aech_RNA16716_R0","gene_387","PREDICTED: prohormone-1-like [Acromyrmex echinatior]"
"25986","Aech_RNA19189_R1","gene_214","PREDICTED: uncharacterized protein LOC105152321 [Acromyrmex echinatior]"
"25987","Aech_RNA16717_R0","gene_215","PREDICTED: DNA ligase 3 [Acromyrmex echinatior]"
"25990","Aech_RNA16718_R0","gene_388","PREDICTED: uncharacterized protein LOC105150725 [Acromyrmex echinatior]"
"25993","Mpha_ver3_rna-XM_012669698.3_R0","gene_389","Integrin beta-PS [Acromyrmex echinatior]"
"25998","Mpha_ver3_rna-XM_012669697.3_R0","gene_389","PREDICTED: integrin beta-PS, partial [Acromyrmex echinatior]"
"26000","Mpha_ver3_rna-XM_036286541.1_R0","gene_389","Integrin beta-PS [Acromyrmex echinatior]"
"26001","Mpha_ver3_rna-XM_012674253.3_R1","gene_389","PREDICTED: integrin beta-PS [Atta cephalotes]"
"26002","Aech_RNA16720_R0","gene_216","PREDICTED: RCC1 and BTB domain-containing protein 1-like [Acromyrmex echinatior]"
"26003","Aech_RNA16724_R0","gene_390","PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior]"
"26004","Aech_RNA16725_R0","gene_391","PREDICTED: uncharacterized protein LOC105150730 [Acromyrmex echinatior]"
"26005","Mpha_ver3_rna-XM_036286542.1_R0","gene_391","PREDICTED: uncharacterized protein LOC105150730 [Acromyrmex echinatior]"
"26006","Mpha_ver3_rna-XM_036286543.1_R0","gene_391","PREDICTED: uncharacterized protein LOC108762717 [Trachymyrmex cornetzi]"
"26007","Sinv_RNA-XM_011170672.2_R0","gene_391","PREDICTED: uncharacterized protein LOC105150730 [Acromyrmex echinatior]"
"26008","Aech_RNA16726_R0","gene_217","PREDICTED: tRNA methyltransferase 10 homolog A [Acromyrmex echinatior]"
"26011","Aech_RNA16727_R0","gene_392","PREDICTED: tyrosine-protein kinase transmembrane receptor Ror2 [Acromyrmex echinatior]"
"26014","Aech_RNA16728_R0","gene_218","PREDICTED: RUN domain-containing protein 1 isoform X1 [Acromyrmex echinatior]"
"26017","Aech_RNA16729_R0","gene_218","PREDICTED: RUN domain-containing protein 1 isoform X1 [Acromyrmex echinatior]"
"26018","Aech_RNA20749_R1","gene_219","PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior]"
"26019","Sinv_RNA-XM_011168190.1_R5","gene_393","histone-lysine N-methyltransferase SETMAR-like [Solenopsis invicta]"
"26020","Mpha_ver3_rna-XM_036291987.1_R2","gene_220","uncharacterized protein LOC114946195 [Nylanderia fulva]"
"26021","Mpha_ver3_rna-XM_036289449.1_R3","gene_221","PREDICTED: trichohyalin-like [Trachymyrmex septentrionalis]"
"26023","Sinv_RNA-XM_026141011.1_R3","gene_222","PREDICTED: uncharacterized protein LOC108756029 [Trachymyrmex septentrionalis]"
"26025","Aech_RNA16731_R0","gene_223","Multidrug resistance-associated protein 4 [Acromyrmex echinatior]"
"26028","Aech_RNA16735_R0","gene_224","PREDICTED: multidrug resistance-associated protein 4-like [Acromyrmex echinatior]"
"26029","Aech_RNA18901_R8","gene_225","PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior]"
"26030","Aech_RNA5128_R7","gene_394","PREDICTED: putative uncharacterized protein FLJ37770 [Acromyrmex echinatior]"
"26032","Mpha_ver3_rna-XM_036290664.1_R8","gene_226","hypothetical protein G5I_05108 [Acromyrmex echinatior]"
"26033","Mpha_ver3_rna-XM_036290664.1_R9","gene_395","hypothetical protein G5I_05108 [Acromyrmex echinatior]"
"26034","Mpha_ver3_rna-XM_036294374.1_R7","gene_227","hypothetical protein RF55_12812 [Lasius niger]"
"26041","Aech_RNA20706_R3","gene_228","Multidrug resistance-associated protein 4 [Trachymyrmex cornetzi]"
"26042","Aech_RNA6721_R0","gene_229","PREDICTED: uncharacterized protein LOC105144677 [Acromyrmex echinatior]"
"26043","Aech_RNA17416_R2","gene_396","hypothetical protein G5I_11618 [Acromyrmex echinatior]"
"26044","Mpha_ver3_rna-XM_028191343.2_R0","gene_397","PREDICTED: trichohyalin-like [Trachymyrmex septentrionalis]"
"26046","Aech_RNA7852_R3","gene_230","PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Acromyrmex echinatior]"
"26047","Sinv_RNA-XM_026139581.1_R6","gene_231","hypothetical protein ALC57_01909 [Trachymyrmex cornetzi]"
"26048","Aech_RNA21322_R8","gene_232","hypothetical protein G5I_06125 [Acromyrmex echinatior]"
"26049","Mpha_ver3_rna-XM_036293086.1_R1","gene_398","PREDICTED: uncharacterized protein LOC108751189 [Trachymyrmex septentrionalis]"
"26053","Mpha_ver3_rna-XM_012687684.1_R0","gene_399","hypothetical protein ALC57_18521 [Trachymyrmex cornetzi]"
"26055","Mpha_ver3_rna-XM_036292241.1_R8","gene_400","hypothetical protein ALC57_15434 [Trachymyrmex cornetzi]"
"26056","Aech_RNA14284_R0","gene_233","Multidrug resistance-associated protein 4 [Acromyrmex echinatior]"
"26059","Aech_RNA16735_R1","gene_234","Multidrug resistance-associated protein 4 [Acromyrmex echinatior]"
"26060","Aech_RNA350_R8","gene_235","PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Atta cephalotes]"
"26061","Aech_RNA5926_R1","gene_401","PREDICTED: uncharacterized protein LOC105144187 [Acromyrmex echinatior]"
"26062","Sinv_RNA-XM_026137023.1_R5","gene_236","PREDICTED: multidrug resistance-associated protein 4-like [Atta colombica]"
"26063","Aech_RNA19793_R0","gene_237","PREDICTED: uncharacterized protein LOC105152724 [Acromyrmex echinatior]"
"26064","Aech_RNA20706_R2","gene_238","PREDICTED: multidrug resistance-associated protein 4-like [Atta colombica]"
"26065","Aech_RNA22058_R0","gene_402","PREDICTED: villin-like protein quail [Acromyrmex echinatior]"
"26066","Aech_RNA14307_R1","gene_239","PREDICTED: proteasome subunit beta type-7 [Acromyrmex echinatior]"
"26069","Aech_RNA20465_R3","gene_240","Lipase 1 [Trachymyrmex septentrionalis]"
"26070","Sinv_RNA-XM_011171639.2_R9","gene_240","Lipase 1 [Atta colombica]"
"26071","Mpha_ver3_rna-XM_036294364.1_R7","gene_240","PREDICTED: lipase 1-like [Trachymyrmex septentrionalis]"
"26072","Sinv_RNA-XM_011172751.2_R9","gene_240","Lipase 1 [Trachymyrmex septentrionalis]"
"26073","Mpha_ver3_rna-XM_036294358.1_R7","gene_240","Lipase 1 [Trachymyrmex septentrionalis]"
"26074","Sinv_RNA-XM_026138175.1_R6","gene_240","Lipase 1 [Trachymyrmex septentrionalis]"
"26075","Sinv_RNA-XM_026137599.1_R9","gene_240","PREDICTED: lipase 1-like, partial [Atta colombica]"
"26076","Sinv_RNA-XM_026131995.1_R7","gene_240","Lipase 1 [Trachymyrmex septentrionalis]"
"26077","Sinv_RNA-XM_026139670.1_R9","gene_241","uncharacterized protein LOC113004948 [Solenopsis invicta]"
"26078","Aech_RNA1956_R9","gene_242","PREDICTED: uncharacterized protein LOC108753060 [Trachymyrmex septentrionalis]"
"26079","Aech_RNA20705_R4","gene_243","PREDICTED: multidrug resistance-associated protein 4-like [Cyphomyrmex costatus]"
"26080","Aech_RNA3250_R8","gene_244","hypothetical protein ALC57_02005 [Trachymyrmex cornetzi]"
"26081","Mpha_ver3_rna-XM_036286198.1_R0","gene_245","PREDICTED: uncharacterized protein LOC108756034 [Trachymyrmex septentrionalis]"
"26137","Mpha_ver3_rna-XM_036283875.1_R6","gene_403","hypothetical protein ALC56_09491 [Trachymyrmex septentrionalis]"
"26138","Aech_RNA21384_R9","gene_404","PREDICTED: uncharacterized protein LOC105153744 [Acromyrmex echinatior]"
"26139","Aech_RNA20611_R9","gene_247","hypothetical protein ALC60_13169 [Trachymyrmex zeteki]"
"26140","Mpha_ver3_rna-XM_036288874.1_R4","gene_248","hypothetical protein ALC56_08233 [Trachymyrmex septentrionalis]"
"26141","Mpha_ver3_rna-XM_036290689.1_R3","gene_246","hypothetical protein ALC56_04149 [Trachymyrmex septentrionalis]"
"26150","Mpha_ver3_rna-XM_036291582.1_R3","gene_249","hypothetical protein G5I_09731 [Acromyrmex echinatior]"
"26152","Aech_RNA7757_R9","gene_405","FLJ37770-like protein [Acromyrmex echinatior]"
"26153","Aech_RNA1956_R3","gene_250","PREDICTED: uncharacterized protein LOC105152417 [Acromyrmex echinatior]"
"26154","Sinv_RNA-XM_026136817.1_R8","gene_406","PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC108750387 [Trachymyrmex septentrionalis]"
"26155","Aech_RNA16153_R2","gene_251","hypothetical protein ALC57_09095 [Trachymyrmex cornetzi]"
"26156","Sinv_RNA-XM_026142169.1_R6","gene_252",NA
"26157","Aech_RNA7197_R1","gene_407","PREDICTED: uncharacterized protein LOC105153744 [Acromyrmex echinatior]"
"26158","Mpha_ver3_rna-XM_036285687.1_R3","gene_253","hypothetical protein ALC56_08233 [Trachymyrmex septentrionalis]"
"26159","Aech_RNA13017_R0","gene_11935","PREDICTED: rho GTPase-activating protein 26 isoform X2 [Acromyrmex echinatior]"
"26162","Aech_RNA13016_R0","gene_11935","PREDICTED: rho GTPase-activating protein 26 isoform X1 [Acromyrmex echinatior]"
"26163","Aech_RNA13018_R0","gene_11935","PREDICTED: rho GTPase-activating protein 26 isoform X3 [Acromyrmex echinatior]"
"26164","Mpha_ver3_rna-XM_012675532.3_R0","gene_11935","PREDICTED: rho GTPase-activating protein 26 isoform X3 [Acromyrmex echinatior]"
"26165","Mpha_ver3_rna-XM_028190371.1_R0","gene_11935","PREDICTED: rho GTPase-activating protein 26 isoform X2 [Acromyrmex echinatior]"
"26166","Aech_RNA13019_R0","gene_11726","PREDICTED: putative neutral sphingomyelinase [Acromyrmex echinatior]"
"26169","Sinv_RNA-XM_011159427.2_R0","gene_11726","PREDICTED: putative neutral sphingomyelinase [Acromyrmex echinatior]"
"26170","Aech_RNA13023_R0","gene_11936","PREDICTED: cytoplasmic FMR1-interacting protein [Trachymyrmex septentrionalis]"
"26173","Aech_RNA13024_R0","gene_11727","PREDICTED: WD repeat-containing protein 55 homolog isoform X2 [Acromyrmex echinatior]"
"26174","Sinv_RNA-XM_011159387.2_R0","gene_11727","PREDICTED: WD repeat-containing protein 55 homolog isoform X2 [Acromyrmex echinatior]"
"26175","Aech_RNA13026_R0","gene_11937","PREDICTED: protein asunder homolog [Acromyrmex echinatior]"
"26178","Aech_RNA13028_R0","gene_11728","PREDICTED: uncharacterized protein LOC105148471 [Acromyrmex echinatior]"
"26180","Aech_RNA13030_R0","gene_11938","PREDICTED: protein enhancer of sevenless 2B [Acromyrmex echinatior]"
"26182","Aech_RNA13031_R0","gene_11729","PREDICTED: DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Acromyrmex echinatior]"
"26185","Mpha_ver3_rna-XM_012667154.3_R0","gene_11939","PREDICTED: protein king tubby [Trachymyrmex cornetzi]"
"26187","Sinv_RNA-XM_011177210.2_R0","gene_11939","PREDICTED: protein king tubby [Trachymyrmex cornetzi]"
"26188","Aech_RNA13034_R0","gene_11730","PREDICTED: uncharacterized protein LOC105148476 [Acromyrmex echinatior]"
